,game_id,player_id,team_first,game_first,name,team,Starter,team_id,game_date,home
12037,0022400153,1629655,1,0,Daniel Gafford,DAL,0.0,1610612742,2024-11-03,1
12049,0022400153,1628976,1,1,Wendell Carter Jr.,ORL,0.0,1610612753,2024-11-03,0
12062,0022400152,1641722,1,0,Jordan Hawkins,NOP,1.0,1610612740,2024-11-03,1
12074,0022400152,1642258,1,1,Zaccharie Risacher,ATL,1.0,1610612737,2024-11-03,0
12083,0022400141,1630182,1,0,Josh Green,CHA,0.0,1610612766,2024-11-02,1
12094,0022400141,1628369,1,1,Jayson Tatum,BOS,0.0,1610612738,2024-11-02,0
12104,0022400148,1642271,1,1,Kyle Filipowski,UTA,0.0,1610612762,2024-11-02,0
12115,0022400148,203999,1,0,Nikola Jokic,DEN,0.0,1610612743,2024-11-02,1
12126,0022400143,1630534,1,0,Ochai Agbaji,TOR,0.0,1610612761,2024-11-02,1
12135,0022400143,203926,1,1,Doug McDermott,SAC,0.0,1610612758,2024-11-02,0
12144,0022400149,203924,1,0,Jerami Grant,POR,0.0,1610612757,2024-11-02,0
12154,0022400149,203078,1,1,Bradley Beal,PHX,0.0,1610612756,2024-11-02,1
12164,0022400144,1630541,1,1,Moses Moody,GSW,0.0,1610612744,2024-11-02,0
12175,0022400144,1631095,1,0,Jabari Smith Jr.,HOU,0.0,1610612745,2024-11-02,1
12187,0022400150,1629611,1,1,Terance Mann,LAC,0.0,1610612746,2024-11-02,1
12200,0022400150,1631096,1,0,Chet Holmgren,OKC,0.0,1610612760,2024-11-02,0
12211,0022400142,1642377,1,1,Jaylen Wells,MEM,0.0,1610612763,2024-11-02,0
12221,0022400142,1626162,1,0,Kelly Oubre Jr.,PHI,0.0,1610612755,2024-11-02,1
12234,0022400146,1630162,1,1,Anthony Edwards,MIN,1.0,1610612750,2024-11-02,0
12247,0022400146,203084,1,0,Harrison Barnes,SAS,1.0,1610612759,2024-11-02,1
12260,0022400147,1628389,1,1,Bam Adebayo,MIA,0.0,1610612748,2024-11-02,0
12273,0022400147,1642259,1,0,Alexandre Sarr,WAS,0.0,1610612764,2024-11-02,1
12286,0022400145,1628378,1,0,Donovan Mitchell,CLE,0.0,1610612739,2024-11-02,0
12296,0022400145,203081,1,1,Damian Lillard,MIL,0.0,1610612749,2024-11-02,1
12305,0022400135,1642258,1,1,Zaccharie Risacher,ATL,1.0,1610612737,2024-11-01,1
12313,0022400135,1628989,1,0,Kevin Huerter,SAC,1.0,1610612758,2024-11-01,0
12322,0022400132,1628970,1,0,Miles Bridges,CHA,0.0,1610612766,2024-11-01,1
12331,0022400132,1627759,1,1,Jaylen Brown,BOS,0.0,1610612738,2024-11-01,0
12342,0022400137,1627751,1,0,Jakob Poeltl,TOR,0.0,1610612761,2024-11-01,1
12352,0022400137,2544,1,1,LeBron James,LAL,0.0,1610612747,2024-11-01,0
12360,0022400136,1627732,1,1,Ben Simmons,BKN,0.0,1610612751,2024-11-01,1
12370,0022400136,202696,1,0,Nikola Vucevic,CHI,0.0,1610612741,2024-11-01,0
12381,0022400133,1630532,1,0,Franz Wagner,ORL,0.0,1610612753,2024-11-01,0
12393,0022400133,1628378,1,1,Donovan Mitchell,CLE,0.0,1610612739,2024-11-01,1
12404,0022400139,1631128,1,0,Christian Braun,DEN,0.0,1610612743,2024-11-01,0
12414,0022400139,1630183,1,1,Jaden McDaniels,MIN,0.0,1610612750,2024-11-01,1
12423,0022400140,1628983,1,1,Shai Gilgeous-Alexander,OKC,0.0,1610612760,2024-11-01,0
12434,0022400140,203924,1,0,Jerami Grant,POR,0.0,1610612757,2024-11-01,1
12446,0022400138,1626167,1,1,Myles Turner,IND,0.0,1610612754,2024-11-01,0
12456,0022400138,1627742,1,0,Brandon Ingram,NOP,0.0,1610612740,2024-11-01,1
12466,0022400134,1628969,1,1,Mikal Bridges,NYK,0.0,1610612752,2024-11-01,0
12478,0022400134,1631105,1,0,Jalen Duren,DET,0.0,1610612765,2024-11-01,1
12490,0022400128,1628991,1,0,Jaren Jackson Jr.,MEM,0.0,1610612763,2024-10-31,1
12500,0022400128,201572,1,1,Brook Lopez,MIL,0.0,1610612749,2024-10-31,0
12513,0022400129,1630224,1,1,Jalen Green,HOU,0.0,1610612745,2024-10-31,0
12523,0022400131,1626164,1,0,Devin Booker,PHX,1.0,1610612756,2024-10-31,0
12533,0022400131,1629611,1,1,Terance Mann,LAC,1.0,1610612746,2024-10-31,1
12543,0022400130,1642271,1,1,Kyle Filipowski,UTA,0.0,1610612762,2024-10-31,1
12554,0022400130,1641705,1,0,Victor Wembanyama,SAS,0.0,1610612759,2024-10-31,0
12567,0022400124,1641744,1,1,Zach Edey,MEM,0.0,1610612763,2024-10-30,1
12579,0022400124,1627732,1,0,Ben Simmons,BKN,0.0,1610612751,2024-10-30,0
12591,0022400122,1626157,1,1,Karl-Anthony Towns,NYK,0.0,1610612752,2024-10-30,0
12599,0022400122,1631107,1,0,Nikola Jovic,MIA,0.0,1610612748,2024-10-30,1
12608,0022400125,1631110,1,0,Jeremy Sochan,SAS,0.0,1610612759,2024-10-30,0
12620,0022400125,1629652,1,1,Luguentz Dort,OKC,0.0,1610612760,2024-10-30,1
12632,0022400120,1628997,1,0,Caleb Martin,PHI,0.0,1610612755,2024-10-30,1
12643,0022400120,1631093,1,1,Jaden Ivey,DET,0.0,1610612765,2024-10-30,0
12652,0022400126,1631218,1,1,Trayce Jackson-Davis,GSW,0.0,1610612744,2024-10-30,1
12664,0022400126,1629627,1,0,Zion Williamson,NOP,0.0,1610612740,2024-10-30,0
12675,0022400117,203552,1,1,Seth Curry,CHA,0.0,1610612766,2024-10-30,1
12684,0022400117,1627751,1,0,Jakob Poeltl,TOR,0.0,1610612761,2024-10-30,0
12693,0022400121,203991,1,0,Clint Capela,ATL,0.0,1610612737,2024-10-30,0
12701,0022400121,1642259,1,1,Alexandre Sarr,WAS,0.0,1610612764,2024-10-30,1
12713,0022400127,1629028,1,0,Deandre Ayton,POR,1.0,1610612757,2024-10-30,0
12723,0022400127,1626181,1,1,Norman Powell,LAC,1.0,1610612746,2024-10-30,1
12733,0022400119,1629614,1,1,Andrew Nembhard,IND,0.0,1610612754,2024-10-30,1
12743,0022400119,1627759,1,0,Jaylen Brown,BOS,0.0,1610612738,2024-10-30,0
12754,0022400123,203484,1,1,Kentavious Caldwell-Pope,ORL,0.0,1610612753,2024-10-30,0
12764,0022400123,1630581,1,0,Josh Giddey,CHI,0.0,1610612741,2024-10-30,1
12775,0022400118,1628378,1,0,Donovan Mitchell,CLE,0.0,1610612739,2024-10-30,1
12787,0022400118,1630559,1,1,Austin Reaves,LAL,0.0,1610612747,2024-10-30,0
12796,0022400115,1627734,1,1,Domantas Sabonis,SAC,0.0,1610612758,2024-10-29,0
12808,0022400115,1628374,1,0,Lauri Markkanen,UTA,0.0,1610612762,2024-10-29,1
12820,0022400116,1627742,1,0,Brandon Ingram,NOP,1.0,1610612740,2024-10-29,0
12832,0022400116,1630541,1,1,Moses Moody,GSW,1.0,1610612744,2024-10-29,1
12844,0022400113,1629008,1,0,Michael Porter Jr.,DEN,0.0,1610612743,2024-10-29,0
12853,0022400113,1629661,1,1,Cameron Johnson,BKN,0.0,1610612751,2024-10-29,1
12863,0022400114,1629655,1,0,Daniel Gafford,DAL,0.0,1610612742,2024-10-29,0
12872,0022400114,1630162,1,1,Anthony Edwards,MIN,0.0,1610612750,2024-10-29,1
12881,0022400102,1629614,1,0,Andrew Nembhard,IND,0.0,1610612754,2024-10-28,0
12892,0022400102,1630591,1,1,Jalen Suggs,ORL,0.0,1610612753,2024-10-28,1
12902,0022400112,1627734,1,1,Domantas Sabonis,SAC,0.0,1610612758,2024-10-28,1
12914,0022400112,1629028,1,0,Deandre Ayton,POR,0.0,1610612757,2024-10-28,0
12926,0022400106,1628384,1,0,OG Anunoby,NYK,0.0,1610612752,2024-10-28,1
12935,0022400106,1629636,1,1,Darius Garland,CLE,0.0,1610612739,2024-10-28,0
12945,0022400108,1630172,1,0,Patrick Williams,CHI,0.0,1610612741,2024-10-28,0
12956,0022400108,1628991,1,1,Jaren Jackson Jr.,MEM,0.0,1610612763,2024-10-28,1
12966,0022400109,1641705,1,0,Victor Wembanyama,SAS,0.0,1610612759,2024-10-28,1
12976,0022400109,1631095,1,1,Jabari Smith Jr.,HOU,0.0,1610612745,2024-10-28,0
12986,0022400105,1631107,1,0,Nikola Jovic,MIA,0.0,1610612748,2024-10-28,1
12996,0022400105,202699,1,1,Tobias Harris,DET,0.0,1610612765,2024-10-28,0
13005,0022400104,1628401,1,0,Derrick White,BOS,0.0,1610612738,2024-10-28,1
13018,0022400104,203081,1,1,Damian Lillard,MIL,0.0,1610612749,2024-10-28,0
13031,0022400103,1629027,1,0,Trae Young,ATL,0.0,1610612737,2024-10-28,1
13040,0022400103,1642259,1,1,Alexandre Sarr,WAS,0.0,1610612764,2024-10-28,0
13049,0022400111,201142,1,1,Kevin Durant,PHX,0.0,1610612756,2024-10-28,1
13059,0022400111,1629060,1,0,Rui Hachimura,LAL,0.0,1610612747,2024-10-28,0
13066,0022400107,1627751,1,1,Jakob Poeltl,TOR,0.0,1610612761,2024-10-28,1
13076,0022400107,1629008,1,0,Michael Porter Jr.,DEN,0.0,1610612743,2024-10-28,0
13085,0022400110,202691,1,0,Klay Thompson,DAL,1.0,1610612742,2024-10-28,1
13098,0022400110,1629012,1,1,Collin Sexton,UTA,1.0,1610612762,2024-10-28,0
13109,0022400099,1627742,1,1,Brandon Ingram,NOP,0.0,1610612740,2024-10-27,0
13120,0022400099,1629014,1,0,Anfernee Simons,POR,0.0,1610612757,2024-10-27,1
13132,0022400101,201939,1,1,Stephen Curry,GSW,0.0,1610612744,2024-10-27,1
13145,0022400101,1627826,1,0,Ivica Zubac,LAC,0.0,1610612746,2024-10-27,0
13155,0022400100,1630552,1,1,Jalen Johnson,ATL,1.0,1610612737,2024-10-27,0
13165,0022400100,1631114,1,0,Jalen Williams,OKC,1.0,1610612760,2024-10-27,1
13177,0022400098,201572,1,1,Brook Lopez,MIL,0.0,1610612749,2024-10-27,0
13190,0022400098,1630560,1,0,Cam Thomas,BKN,0.0,1610612751,2024-10-27,1
13203,0022400097,1630169,1,1,Tyrese Haliburton,IND,0.0,1610612754,2024-10-27,1
13214,0022400097,1628997,1,0,Caleb Martin,PHI,0.0,1610612755,2024-10-27,0
13223,0022400088,1631107,1,0,Nikola Jovic,MIA,0.0,1610612748,2024-10-26,0
13233,0022400088,1628970,1,1,Miles Bridges,CHA,0.0,1610612766,2024-10-26,1
13242,0022400094,1630577,1,0,Julian Champagnie,SAS,0.0,1610612759,2024-10-26,1
13252,0022400094,1628415,1,1,Dillon Brooks,HOU,0.0,1610612745,2024-10-26,0
13262,0022400091,202696,1,0,Nikola Vucevic,CHI,1.0,1610612741,2024-10-26,1
13276,0022400091,1631096,1,1,Chet Holmgren,OKC,1.0,1610612760,2024-10-26,0
13288,0022400090,1642259,1,0,Alexandre Sarr,WAS,0.0,1610612764,2024-10-26,1
13300,0022400090,1629636,1,1,Darius Garland,CLE,0.0,1610612739,2024-10-26,0
13313,0022400089,1631105,1,0,Jalen Duren,DET,0.0,1610612765,2024-10-26,1
13322,0022400089,1627759,1,1,Jaylen Brown,BOS,0.0,1610612738,2024-10-26,0
13330,0022400087,1627750,1,1,Jamal Murray,DEN,0.0,1610612743,2024-10-26,1
13339,0022400087,1626181,1,0,Norman Powell,LAC,0.0,1610612746,2024-10-26,0
13349,0022400096,1627734,1,1,Domantas Sabonis,SAC,0.0,1610612758,2024-10-26,0
13358,0022400095,202691,1,1,Klay Thompson,DAL,0.0,1610612742,2024-10-26,0
13368,0022400095,1626164,1,0,Devin Booker,PHX,0.0,1610612756,2024-10-26,1
13379,0022400092,1631094,1,0,Paolo Banchero,ORL,0.0,1610612753,2024-10-26,0
13394,0022400092,1630217,1,1,Desmond Bane,MEM,0.0,1610612763,2024-10-26,1
13405,0022400093,1641711,1,0,Gradey Dick,TOR,0.0,1610612761,2024-10-26,0
13415,0022400093,201144,1,1,Mike Conley,MIN,0.0,1610612750,2024-10-26,1
13424,0022400080,1629636,1,0,Darius Garland,CLE,0.0,1610612739,2024-10-25,1
13436,0022400080,1630595,1,1,Cade Cunningham,DET,0.0,1610612765,2024-10-25,0
13448,0022400083,1630581,1,1,Josh Giddey,CHI,0.0,1610612741,2024-10-25,0
13459,0022400083,1627752,1,0,Taurean Prince,MIL,0.0,1610612749,2024-10-25,1
13472,0022400081,1627783,1,0,Pascal Siakam,IND,0.0,1610612754,2024-10-25,0
13487,0022400081,1628384,1,1,OG Anunoby,NYK,0.0,1610612752,2024-10-25,1
13499,0022400084,201939,1,0,Stephen Curry,GSW,0.0,1610612744,2024-10-25,0
13513,0022400084,1641718,1,1,Keyonte George,UTA,0.0,1610612762,2024-10-25,1
13525,0022400082,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-10-25,1
13538,0022400082,1641744,1,0,Zach Edey,MEM,0.0,1610612763,2024-10-25,0
13549,0022400078,1630567,1,1,Scottie Barnes,TOR,0.0,1610612761,2024-10-25,1
13560,0022400078,200768,1,0,Kyle Lowry,PHI,0.0,1610612755,2024-10-25,0
13572,0022400086,203924,1,0,Jerami Grant,POR,1.0,1610612757,2024-10-25,1
13581,0022400086,203468,1,1,CJ McCollum,NOP,1.0,1610612740,2024-10-25,0
13591,0022400085,1630559,1,0,Austin Reaves,LAL,0.0,1610612747,2024-10-25,1
13598,0022400085,201142,1,1,Kevin Durant,PHX,0.0,1610612756,2024-10-25,0
13608,0022400079,1629027,1,1,Trae Young,ATL,0.0,1610612737,2024-10-25,1
13617,0022400079,1628970,1,0,Miles Bridges,CHA,0.0,1610612766,2024-10-25,0
13626,0022400077,1627827,1,0,Dorian Finney-Smith,BKN,0.0,1610612751,2024-10-25,0
13637,0022400077,1630532,1,1,Franz Wagner,ORL,0.0,1610612753,2024-10-25,1
13648,0022400074,1630577,1,1,Julian Champagnie,SAS,1.0,1610612759,2024-10-24,0
13661,0022400074,1629655,1,0,Daniel Gafford,DAL,1.0,1610612742,2024-10-24,1
13672,0022400076,201942,1,1,DeMar DeRozan,SAC,0.0,1610612758,2024-10-24,1
13682,0022400076,1630183,1,0,Jaden McDaniels,MIN,0.0,1610612750,2024-10-24,0
13691,0022400075,203999,1,1,Nikola Jokic,DEN,0.0,1610612743,2024-10-24,1
13704,0022400075,1630198,1,0,Isaiah Joe,OKC,0.0,1610612760,2024-10-24,0
13716,0022400073,1628401,1,1,Derrick White,BOS,0.0,1610612738,2024-10-24,0
13730,0022400073,1629673,1,0,Jordan Poole,WAS,0.0,1610612764,2024-10-24,1
13744,0022400063,1629614,1,0,Andrew Nembhard,IND,0.0,1610612754,2024-10-23,0
13756,0022400063,203501,1,1,Tim Hardaway Jr.,DET,0.0,1610612765,2024-10-23,1
13766,0022400072,203110,1,0,Draymond Green,GSW,0.0,1610612744,2024-10-23,0
13780,0022400072,203924,1,1,Jerami Grant,POR,0.0,1610612757,2024-10-23,1
13792,0022400065,1631094,1,1,Paolo Banchero,ORL,0.0,1610612753,2024-10-23,0
13807,0022400065,1626179,1,0,Terry Rozier,MIA,0.0,1610612748,2024-10-23,1
13819,0022400068,1630163,1,1,LaMelo Ball,CHA,0.0,1610612766,2024-10-23,0
13828,0022400068,1630578,1,0,Alperen Sengun,HOU,0.0,1610612745,2024-10-23,1
13838,0022400069,1628464,1,1,Daniel Theis,NOP,0.0,1610612740,2024-10-23,1
13849,0022400069,202696,1,0,Nikola Vucevic,CHI,0.0,1610612741,2024-10-23,0
13862,0022400067,1630596,1,1,Evan Mobley,CLE,0.0,1610612739,2024-10-23,0
13875,0022400067,1630193,1,0,Immanuel Quickley,TOR,0.0,1610612761,2024-10-23,1
13887,0022400066,1630178,1,1,Tyrese Maxey,PHI,0.0,1610612755,2024-10-23,1
13900,0022400066,203507,1,0,Giannis Antetokounmpo,MIL,0.0,1610612749,2024-10-23,0
13914,0022400070,1629630,1,0,Ja Morant,MEM,0.0,1610612763,2024-10-23,0
13925,0022400070,1629012,1,1,Collin Sexton,UTA,0.0,1610612762,2024-10-23,1
13935,0022400064,1629631,1,1,De'Andre Hunter,ATL,0.0,1610612737,2024-10-23,1
13944,0022400064,1629661,1,0,Cameron Johnson,BKN,0.0,1610612751,2024-10-23,0
13954,0022400071,1626181,1,1,Norman Powell,LAC,1.0,1610612746,2024-10-23,1
13964,0022400071,203078,1,0,Bradley Beal,PHX,1.0,1610612756,2024-10-23,0
13975,0022400062,1630183,1,0,Jaden McDaniels,MIN,0.0,1610612750,2024-10-22,0
13984,0022400062,1629060,1,1,Rui Hachimura,LAL,0.0,1610612747,2024-10-22,1
13992,0022400061,1628384,1,0,OG Anunoby,NYK,1.0,1610612752,2024-10-22,0
14004,0022400061,1628369,1,1,Jayson Tatum,BOS,1.0,1610612738,2024-10-22,1
14313,0022400732,1629028,1,1,Deandre Ayton,POR,0.0,1610612757,2025-02-06,1
14323,0022400732,1628370,1,0,Malik Monk,SAC,0.0,1610612758,2025-02-06,0
14332,0022400729,1630162,1,0,Anthony Edwards,MIN,1.0,1610612750,2025-02-06,1
14342,0022400729,1630578,1,1,Alperen Sengun,HOU,1.0,1610612745,2025-02-06,0
14351,0022400730,1629008,1,1,Michael Porter Jr.,DEN,0.0,1610612743,2025-02-06,1
14360,0022400730,1631094,1,0,Paolo Banchero,ORL,0.0,1610612753,2025-02-06,0
14372,0022400728,204001,1,0,Kristaps Porzingis,BOS,0.0,1610612738,2025-02-06,1
14383,0022400728,202691,1,1,Klay Thompson,DAL,0.0,1610612742,2025-02-06,0
14392,0022400733,1627783,1,0,Pascal Siakam,IND,0.0,1610612754,2025-02-06,0
14402,0022400733,1627826,1,1,Ivica Zubac,LAC,0.0,1610612746,2025-02-06,1
14411,0022400731,1630559,1,1,Austin Reaves,LAL,0.0,1610612747,2025-02-06,1
14420,0022400731,1642366,1,0,Quinten Post,GSW,0.0,1610612744,2025-02-06,0
14430,0022400727,1627734,1,0,Domantas Sabonis,SAC,0.0,1610612758,2025-02-05,1
14442,0022400727,203484,1,1,Kentavious Caldwell-Pope,ORL,0.0,1610612753,2025-02-05,0
14456,0022400726,1627750,1,0,Jamal Murray,DEN,1.0,1610612743,2025-02-05,1
14466,0022400726,1629627,1,1,Zion Williamson,NOP,1.0,1610612740,2025-02-05,0
14475,0022400719,1630170,1,1,Devin Vassell,SAS,0.0,1610612759,2025-02-05,0
14485,0022400724,1631114,1,0,Jalen Williams,OKC,0.0,1610612760,2025-02-05,1
14497,0022400724,1626220,1,1,Royce O'Neale,PHX,0.0,1610612756,2025-02-05,0
14509,0022400717,1642354,1,1,K.J. Simpson,CHA,0.0,1610612766,2025-02-05,1
14519,0022400717,201572,1,0,Brook Lopez,MIL,0.0,1610612749,2025-02-05,0
14531,0022400721,1630178,1,1,Tyrese Maxey,PHI,0.0,1610612755,2025-02-05,1
14540,0022400721,1628389,1,0,Bam Adebayo,MIA,0.0,1610612748,2025-02-05,0
14550,0022400722,1629630,1,1,Ja Morant,MEM,0.0,1610612763,2025-02-05,0
14564,0022400722,1642266,1,0,Ja'Kobe Walter,TOR,0.0,1610612761,2025-02-05,1
14571,0022400718,1630596,1,1,Evan Mobley,CLE,0.0,1610612739,2025-02-05,0
14579,0022400718,203501,1,0,Tim Hardaway Jr.,DET,0.0,1610612765,2025-02-05,1
14590,0022400723,1630183,1,1,Jaden McDaniels,MIN,0.0,1610612750,2025-02-05,1
14602,0022400723,202696,1,0,Nikola Vucevic,CHI,0.0,1610612741,2025-02-05,0
14614,0022400720,1626156,1,0,D'Angelo Russell,BKN,0.0,1610612751,2025-02-05,1
14624,0022400720,1642273,1,1,KyShawn George,WAS,0.0,1610612764,2025-02-05,0
14635,0022400725,203903,1,1,Jordan Clarkson,UTA,0.0,1610612762,2025-02-05,1
14645,0022400725,1627741,1,0,Buddy Hield,GSW,0.0,1610612744,2025-02-05,0
14654,0022400710,1628386,1,1,Jarrett Allen,CLE,0.0,1610612739,2025-02-04,1
14663,0022400710,1627759,1,0,Jaylen Brown,BOS,0.0,1610612738,2025-02-04,0
14672,0022400711,1630592,1,0,Jalen Wilson,BKN,0.0,1610612751,2025-02-04,1
14681,0022400711,1628415,1,1,Dillon Brooks,HOU,0.0,1610612745,2025-02-04,0
14690,0022400714,1629130,1,1,Duncan Robinson,MIA,0.0,1610612748,2025-02-04,0
14699,0022400714,1630245,1,0,Ayo Dosunmu,CHI,0.0,1610612741,2025-02-04,1
14712,0022400712,203957,1,1,Dante Exum,DAL,1.0,1610612742,2025-02-04,0
14721,0022400712,203954,1,0,Joel Embiid,PHI,1.0,1610612755,2025-02-04,1
14729,0022400713,1641711,1,1,Gradey Dick,TOR,0.0,1610612761,2025-02-04,1
14740,0022400713,1626157,1,0,Karl-Anthony Towns,NYK,0.0,1610612752,2025-02-04,0
14749,0022400715,1629637,1,1,Jaxson Hayes,LAL,0.0,1610612747,2025-02-04,0
14760,0022400715,1626181,1,0,Norman Powell,LAC,0.0,1610612746,2025-02-04,1
14774,0022400716,1629014,1,1,Anfernee Simons,POR,0.0,1610612757,2025-02-04,1
14787,0022400716,1629614,1,0,Andrew Nembhard,IND,0.0,1610612754,2025-02-04,0
14801,0022400709,1630208,1,0,Nick Richards,PHX,0.0,1610612756,2025-02-03,0
14810,0022400709,203924,1,1,Jerami Grant,POR,0.0,1610612757,2025-02-03,1
14818,0022400708,201939,1,0,Stephen Curry,GSW,1.0,1610612744,2025-02-03,1
14829,0022400708,203484,1,1,Kentavious Caldwell-Pope,ORL,1.0,1610612753,2025-02-03,0
14840,0022400700,202685,1,0,Jonas Valanciunas,WAS,0.0,1610612764,2025-02-03,0
14850,0022400700,1630182,1,1,Josh Green,CHA,0.0,1610612766,2025-02-03,1
14860,0022400706,1629750,1,0,Javonte Green,NOP,0.0,1610612740,2025-02-03,0
14869,0022400706,1630192,1,1,Zeke Nnaji,DEN,0.0,1610612743,2025-02-03,1
14878,0022400703,1641705,1,1,Victor Wembanyama,SAS,0.0,1610612759,2025-02-03,0
14894,0022400703,1629630,1,0,Ja Morant,MEM,0.0,1610612763,2025-02-03,1
14905,0022400707,1631097,1,0,Bennedict Mathurin,IND,0.0,1610612754,2025-02-03,0
14915,0022400707,1629012,1,1,Collin Sexton,UTA,0.0,1610612762,2025-02-03,1
14925,0022400701,1629631,1,1,De'Andre Hunter,ATL,0.0,1610612737,2025-02-03,0
14934,0022400701,1631105,1,0,Jalen Duren,DET,0.0,1610612765,2025-02-03,1
14944,0022400705,1630598,1,1,Aaron Wiggins,OKC,0.0,1610612760,2025-02-03,1
14954,0022400705,1641753,1,0,Chris Livingston,MIL,0.0,1610612749,2025-02-03,0
14965,0022400702,1630224,1,0,Jalen Green,HOU,0.0,1610612745,2025-02-03,0
14974,0022400702,1626157,1,1,Karl-Anthony Towns,NYK,0.0,1610612752,2025-02-03,1
14984,0022400704,1631099,1,1,Keegan Murray,SAC,0.0,1610612758,2025-02-03,0
14994,0022400704,1629675,1,0,Naz Reid,MIN,0.0,1610612750,2025-02-03,1
15004,0022400699,1627752,1,0,Taurean Prince,MIL,0.0,1610612749,2025-02-02,1
15014,0022400699,1628379,1,1,Luke Kennard,MEM,0.0,1610612763,2025-02-02,0
15024,0022400695,1628366,1,1,Lonzo Ball,CHI,0.0,1610612741,2025-02-02,0
15035,0022400695,203501,1,0,Tim Hardaway Jr.,DET,0.0,1610612765,2025-02-02,1
15045,0022400697,1629628,1,0,RJ Barrett,TOR,1.0,1610612761,2025-02-02,1
15055,0022400697,1627884,1,1,Derrick Jones Jr.,LAC,1.0,1610612746,2025-02-02,0
15064,0022400696,203957,1,0,Dante Exum,DAL,0.0,1610612742,2025-02-02,0
15073,0022400696,1628386,1,1,Jarrett Allen,CLE,0.0,1610612739,2025-02-02,1
15084,0022400698,1627759,1,0,Jaylen Brown,BOS,0.0,1610612738,2025-02-02,0
15093,0022400698,1630178,1,1,Tyrese Maxey,PHI,0.0,1610612755,2025-02-02,1
15100,0022400694,1626145,1,1,Tyus Jones,PHX,0.0,1610612756,2025-02-01,0
15114,0022400694,1629028,1,0,Deandre Ayton,POR,0.0,1610612757,2025-02-01,1
15127,0022400690,1641731,1,0,Bilal Coulibaly,WAS,0.0,1610612764,2025-02-01,0
15138,0022400690,203497,1,1,Rudy Gobert,MIN,0.0,1610612750,2025-02-01,1
15147,0022400693,1628389,1,1,Bam Adebayo,MIA,0.0,1610612748,2025-02-01,0
15156,0022400693,203084,1,0,Harrison Barnes,SAS,0.0,1610612759,2025-02-01,1
15167,0022400687,1630532,1,1,Franz Wagner,ORL,0.0,1610612753,2025-02-01,0
15177,0022400687,1628381,1,0,John Collins,UTA,0.0,1610612762,2025-02-01,1
15187,0022400686,1630169,1,0,Tyrese Haliburton,IND,0.0,1610612754,2025-02-01,1
15197,0022400686,1630700,1,1,Dyson Daniels,ATL,0.0,1610612737,2025-02-01,0
15206,0022400689,1630553,1,0,Keon Johnson,BKN,0.0,1610612751,2025-02-01,0
15215,0022400689,1627832,1,1,Fred VanVleet,HOU,0.0,1610612745,2025-02-01,1
15227,0022400691,201942,1,0,DeMar DeRozan,SAC,1.0,1610612758,2025-02-01,0
15237,0022400691,1628983,1,1,Shai Gilgeous-Alexander,OKC,1.0,1610612760,2025-02-01,1
15247,0022400692,2544,1,1,LeBron James,LAL,0.0,1610612747,2025-02-01,0
15260,0022400692,1628384,1,0,OG Anunoby,NYK,0.0,1610612752,2025-02-01,1
15274,0022400688,1629008,1,0,Michael Porter Jr.,DEN,0.0,1610612743,2025-02-01,0
15282,0022400688,1641733,1,1,Nick Smith Jr.,CHA,0.0,1610612766,2025-02-01,1
15292,0022400683,1642274,1,0,Yves Missi,NOP,1.0,1610612740,2025-01-31,1
15301,0022400683,1627759,1,1,Jaylen Brown,BOS,1.0,1610612738,2025-01-31,0
15311,0022400682,1630193,1,0,Immanuel Quickley,TOR,0.0,1610612761,2025-01-31,1
15322,0022400682,1630581,1,1,Josh Giddey,CHI,0.0,1610612741,2025-01-31,0
15335,0022400685,203952,1,0,Andrew Wiggins,GSW,0.0,1610612744,2025-01-31,1
15348,0022400685,1626164,1,1,Devin Booker,PHX,0.0,1610612756,2025-01-31,0
15362,0022400684,1642264,1,0,Stephon Castle,SAS,0.0,1610612759,2025-01-31,1
15375,0022400684,1641748,1,1,Andre Jackson Jr.,MIL,0.0,1610612749,2025-01-31,0
15388,0022400681,1627750,1,1,Jamal Murray,DEN,0.0,1610612743,2025-01-31,0
15396,0022400681,1627824,1,0,Guerschon Yabusele,PHI,0.0,1610612755,2025-01-31,1
15404,0022400680,1629655,1,0,Daniel Gafford,DAL,0.0,1610612742,2025-01-31,0
15417,0022400680,202699,1,1,Tobias Harris,DET,0.0,1610612765,2025-01-31,1
15429,0022400679,1641733,1,1,Nick Smith Jr.,CHA,0.0,1610612766,2025-01-31,1
15439,0022400679,1626181,1,0,Norman Powell,LAC,0.0,1610612746,2025-01-31,0
15449,0022400676,1630217,1,0,Desmond Bane,MEM,1.0,1610612763,2025-01-30,1
15459,0022400676,203500,1,1,Steven Adams,HOU,1.0,1610612745,2025-01-30,0
15468,0022400675,1631243,1,1,Mouhamed Gueye,ATL,0.0,1610612737,2025-01-30,0
15479,0022400675,1628386,1,0,Jarrett Allen,CLE,0.0,1610612739,2025-01-30,1
15492,0022400678,1641739,1,0,Toumani Camara,POR,0.0,1610612757,2025-01-30,1
15505,0022400678,1631094,1,1,Paolo Banchero,ORL,0.0,1610612753,2025-01-30,0
15518,0022400674,1629673,1,1,Jordan Poole,WAS,0.0,1610612764,2025-01-30,1
15532,0022400674,2544,1,0,LeBron James,LAL,0.0,1610612747,2025-01-30,0
